Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,2-Semester Sciences Pathway + Bachelor of Science - Biology,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Chemistry,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Sciences Pathway + Bachelor of Science - Chemistry,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Computer Science,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Computer Science Pathway + Bachelor of Science - Computer Science,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Mathematics,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Mathematics Pathway + Bachelor of Science - Mathematics,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Natural Sciences,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Sciences Pathway + Bachelor of Science - Natural Sciences,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Psychology,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Sciences Pathway + Bachelor of Science - Psychology,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Statistics,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester General Pathway + Bachelor of Science - Statistics,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Zoology,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Sciences Pathway + Bachelor of Science - Zoology,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Biomedical Sciences,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Sciences Pathway + Bachelor of Science - Biomedical Sciences,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Environmental Health,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Sciences Pathway + Bachelor of Science - Environmental Health,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Microbiology,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Sciences Pathway + Bachelor of Science - Microbiology,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Bachelor of Science - Neuroscience,"30,495.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,,,,,,,,,205,,79,6.5
,2-Semester Sciences Pathway + Bachelor of Science - Neuroscience,"33,160.00",0,"Start: Jan 2020, May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,73.00%,,,,,,,,,205,,60,5.5
,Master of Science - Agricultural and Resource Economics - Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,22,19,19,6,6,6,6,205,,80,6.5
,Master of Science - Agricultural and Resource Economics - Technical Paper Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,22,19,19,6,6,6,6,205,,80,6.5
,Master of Science - Horticulture - Thesis Option,"28,012.00",70,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Horticulture - Coursework Option,"28,012.00",70,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Accountancy,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,95,7
,Master of Accountancy - Data Analytics and Systems,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,95,7
,"Master of Accountancy - Financial Analysis, Auditing, and Reporting","28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,95,7
,Master of Accountancy - Taxation Specialization,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,95,7
,"Master of Business Administration (MBA) - Global, Social and Sustainable Enterprise","28,012.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,86,6.5
,"2-Semester Global, Social, and Sustainable Enterprise Pathway + Master of Business Administration (MBA) - Global, Social and Sustainable Enterprise","30,580.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,,,,,,,,,205,,76,6
,Master of Computer Information Systems,"28,012.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,86,6.5
,Master of Finance,"28,012.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,86,6.5
,2-Semester Finance Pathway + Master of Finance,"30,580.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,,,,,,,,,205,,70,6
,Master of Science - Atmospheric Science,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Biomedical Sciences,"28,012.00",70,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Engineering - Chemical Engineering,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,2-Semester Chemical Engineering Pathway + Master of Engineering - Chemical Engineering,"30,580.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,,,,,,,,,205,,70,6
,Master of Science - Chemical Engineering,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,2-Semester Chemical Engineering Pathway + Master of Science - Chemical Engineering,"30,580.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,,,,,,,,,205,,70,6
,Master of Engineering - Civil Engineering,"28,012.00",70,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Civil Engineering,"28,012.00",70,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,2-Semester Computer Engineering Pathway + Master of Science - Computer Engineering,"30,580.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,,,,,,,,,205,,70,6
,Master of Engineering - Engineering Management,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Engineering - Mechanical Engineering,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,2-Semester Mechanical Engineering Pathway + Master of Engineering - Mechanical Engineering,"30,580.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,,,,,,,,,205,,70,6
,Master of Science - Mechanical Engineering,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Engineering - Systems Engineering,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Systems Engineering - Non-Thesis Option,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Construction Management - Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Construction Management - Research Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Design and Merchandising,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Design and Merchandising - Apparel and Merchandising,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Design and Merchandising - Interior Design - Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Design and Merchandising - Interior Design - Research Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Education - Education and Human Resource Studies - Adult Education and Training - Thesis Option,"28,012.00",70,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Education - Education and Human Resource Studies - Adult Education and Training - Research Option,"28,012.00",70,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Food Science and Nutrition - Nutrition - Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Food Science and Nutrition - Nutrition - Non-Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Food Science and Nutrition - Food Science - Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Food Science and Nutrition - Food Science  - Non-Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Social Work,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Student Affairs in Higher Education,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - Communication Studies,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - Economics - Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,85.00%,,,,,,,,,205,,80,6.5
,Master of Arts - English,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - English - Literature,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,"Master of Arts - English - Writing, Rhetoric, and Social Change","28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - English - Teaching English as a Second/Foreign Language,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,1-Semester Teaching English as a Second/Foreign Language Pathway + Master of Arts - English - Teaching English as a Second/Foreign Language,"30,580.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,,,,,,6.5,,,205,,75,6.5
,Master of Arts - Ethnic Studies,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Fine Arts - Art,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - History - Liberal Arts - Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - History - Liberal Arts - Non-Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - History - Public History - Cultural Resource Management,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - History - Public History - Historical Preservation,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - History - Public History - Museum Studies,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,"Master of Arts - Languages, Literatures, and Cultures - French","28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,"Master of Arts - Languages, Literatures, and Cultures - German","28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,"Master of Arts - Languages, Literatures, and Cultures - Spanish","28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,"2-Semester Language, Literatures, and Cultures in Spanish Pathway + Master of Arts - Languages, Literatures, and Cultures - Spanish","30,580.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,,,,,,,,,205,,76,6
,Master of Music - Music Education - Composition,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - Philosophy,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,84.00%,,,,,,,,,205,,80,6.5
,Master of Arts - Political Science,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,100,7.5
,Master of Science - Public Communication and Technology,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Arts - Sociology,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Conservation Leadership,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,"Master of Fish, Wildlife, and Conservation Biology","28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Greenhouse Gas Management and Accounting,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,2-Semester Greenhouse Gas Management and Accounting Pathway + Master of Greenhouse Gas Management and Accounting,"30,580.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,,,,,,,,,205,,70,6
,Master of Natural Resources Stewardship - Ecological Restoration Specialist,"28,012.00",70,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Natural Resources Stewardship - Forest Sciences,"28,012.00",70,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Natural Resources Stewardship - Rangeland Ecology and Management,"28,012.00",70,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,Master of Science - Computer Science,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,83.00%,,,,,,,,,205,,92,6.5
,2-Semester Computer Science Pathway + Master of Science - Computer Science,"30,580.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,,,,,,,,,205,,70,6
,Master of Computer Science,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,83.00%,,,,,,,,,205,,92,6.5
,Master of Science - Mathematics,"28,012.00",70,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
,2-Semester Mathematics Pathway + Master of Science - Mathematics,"30,580.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,,,,,,,,,205,,70,6
,Master of Science - Physics - Thesis Option,"28,012.00",70,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,205,,80,6.5
