Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT,Campus2,Campus3,Campus4,SAT
EUBS4775,MBA - International Marketing,20850,,"Jan, Mar, Oct",Postgraduate,Bachelor's Degree with minimum 60% and minimum 2 years of professional work experience is required.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",12 Months,,English,,https://www.euruni.edu/en/Programs/MBA/MBA-in-International-Marketing-Munich/Overview.html,Munich,ASAP,No,,0-10,3 Semester Course in one year.IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,MBA - Digital Business,20850,,"Jan, Mar, Oct",Postgraduate,Bachelor's Degree with minimum 60% and minimum 2 years of professional work experience is required.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",12 Months,,English,,https://www.euruni.edu/en/Programs/MBA/MBA-in-Digital-Business-Munich/Overview.html,Munich,ASAP,No,,0-10,3 Semester Course in one year.IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,"Master in Digital Marketing, Transformation & Design Thinking",13800,,"Oct, Jan, Mar",Postgraduate,Bachelor's Degree with minimum 60% or higher from a recognised university. ,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",12 Months,,English,,https://www.euruni.edu/en/Programs/Master-s/Master-in-Digital-Marketing-Munich/Overview.html,Munich,ASAP,No,,0-10,3 Semester Course in one year.IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,"Bachelor of Arts in Digital Business, Design & Innovation",12900,,"Oct, Feb, Jun, Aug",Undergraduate,Grade 12 with minimum 60% or higher from a recognised insitution. ,,,,,,,,,,,,,,,,,,,Undergraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",36 Months,,English,,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Digital-Business-Design-Innovation-Munich/Overview.html,Munich,ASAP,No,,,IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,Master in Marketing,13800,,"Oct, Jan, Mar",Postgraduate,Bachelor's Degree with minimum 60% or higher from a recognised university. ,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",12 Months,,English,,https://www.euruni.edu/en/Programs/Master-s/Master-in-Marketing-Munich/Overview.html,Munich,ASAP,No,,0-10,3 Semester Course in one year.IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,Master in Digital Business,13800,,"Oct, Jan, Mar",Postgraduate,Bachelor's Degree with minimum 60% or higher from a recognised university. ,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",12 Months,,English,,https://www.euruni.edu/en/Programs/Master-s/Master-in-Digital-Business-Munich/Overview.html,Munich,ASAP,No,,0-10,3 Semester Course in one year.IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,Bachelor of Arts in Communication & Public Relations,12900,,"Feb, Jun, Aug, Oct",Undergraduate,Grade 12 with minimum 60% or higher from a recognised insitution. ,,,,,,,,,,,,,,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Communication-Public-Relations-Munich/Overview.html,Munich,ASAP,No,,,IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,Bachelor of Arts in Leisure & Tourism Management,12900,,"Feb, Jun, Aug, Oct",Undergraduate,Grade 12 with minimum 60% or higher from a recognised insitution. ,,,,,,,,,,,,,,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Leisure-Tourism-Management-Munich/Overview.html,Munich,ASAP,No,,,IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,Bachelor of Arts in International Relations,12900,,"Feb, Jun, Aug, Oct",Undergraduate,Grade 12 with minimum 60% or higher from a recognised insitution. ,,,,,,,,,,,,,,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-International-Relations-Munich/Overview.html,Munich,ASAP,No,,,IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,Bachelor of Arts in Sports Management,12900,,"Feb, Jun, Aug, Oct",Undergraduate,Grade 12 with minimum 60% or higher from a recognised insitution. ,,,,,,,,,,,,,,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Sports-Management-Munich/Overview.html,Munich,ASAP,No,,,IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,Bachelor of Science in Business Finance,12900,,"Feb, Jun, Aug, Oct",Undergraduate,Grade 12 with minimum 60% or higher from a recognised insitution. ,,,,,,,,,,,,,,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://www.euruni.edu/en/Programs/Bachelor-s/BS-Bachelor-of-Science-in-Business-Finance-Munich/Overview.html,Munich,ASAP,No,,,IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
EUBS4775,BSc (Hons) in International Business,12900,,"Feb, Jun, Aug, Oct",Undergraduate,Grade 12 with minimum 60% or higher from a recognised insitution. ,,,,,,,,,,,,,,,,,,,Undergraduate,"Physical Sciences, Sciences",Science,36 Months,,English,,https://www.euruni.edu/en/Programs/Bachelor-s/BSc-Hons-in-International-Business-Munich/Overview/Overview.html,Munich,ASAP,No,,,IELTS/TOEFL can be waived off. Student is needed to give free EU english test & interview will be conducted after application is submitted. Application fees of € 200 will be charged once student gets the offer letter from EU Business School and will be included in Offer Letter and has to be paid when student decides to pay the tuition fees. Students from Punjab region will be required to pay deposit + first semester tuition fee in order to confirm their place.,,,,,,,,,
