Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language
,Postgraduate Diploma in Applied Technologies - Cyber security (Level 8),24000,,"Feb, May, Jul, Oct",1 year,,,21,21,21,21,6.5,6.5,6.5,6.5,MANIT1001,,90,6.5,59,59,59,59,59,Postgraduate Diploma,IT,Cyber Security,per year,Manukau,English
,Master of Applied Technologies - Data analytics (Level 9),24000,,"Feb, May, Jul, Oct",1.5 years,,,21,21,21,21,6.5,6.5,6.5,6.5,MANIT1001,,90,6.5,59,59,59,59,59,Master's Degree,IT,Data Analytics,per year,Manukau,English
,New Zealand Diploma in Information Technology Technical Support (Level 5),23000,,"Feb, May, Jul, Oct",1 year,,,20,20,20,20,5,5,5,5,MANIT1001,,46,5.5,42,42,42,42,42,Diploma,IT,Information Technology,per year,Manukau,English
,Graduate Diploma in Human Resource Management (Level 7),21700,,"Feb, May, Jul, Oct",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,HR,per year,Manukau,English
,Graduate Diploma in Operations and Production Management (Level 7),21700,,"Feb, May, Jul, Oct",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Operations,per year,Manukau,English
,Master of Applied Technologies - Cyber security (Level 9),24000,,"Feb, May, Jul, Oct",1.5 years,,,21,21,21,21,6.5,6.5,6.5,6.5,MANIT1001,,90,6.5,59,59,59,59,59,Master's Degree,IT,Cyber Security,per year,Manukau,English
,Graduate Diploma in Engineering - Water and water waste (Level 7),23700,,"Feb, Jul",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Graduate Diploma,Engineering,Water Waste,per year,Otara,English
,Graduate Diploma in Project Management (Level 7),21700,,"Feb, May, Jul, Oct",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Project Management,per year,Manukau,English
,Graduate Diplomas (Level 7),21000,,"Feb, May, Jul, Oct",1 year,,,,18,,,5.5,5.5,5.5,5.5,MANIT1001,,79,6,43,43,43,43,51,Graduate Diploma,Diploma,Diploma,per year,,English
,Graduate Diploma in Hospitality Management (Level 7),21700,,"Feb, May, Jul, Oct",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Hospitality Management,per year,Manukau,English
,International Diploma in Cookery (Level 5),21300,,"May, Feb, Mar, Jul, Aug",14 Month,,,20,20,20,20,5,5,5,5,MANIT1001,,46,5.5,42,42,42,42,42,Diploma,Food,Cookery,per year,Otara,English
,Bachelor of Applied Management - Hospitality Management (Level 7),21700,,"Feb, May, Jul, Oct",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Bachelor's Degree,Business,Hospitality Management,per year,Manukau,English
,International Diploma in Baking (Level 5),21300,,"Jan, May, Sep",14 Month,,,20,20,20,20,5,5,5,5,MANIT1001,,46,5.5,42,42,42,42,42,Diploma,Food,Baking,per year,Otara,English
,Graduate Diploma in Software and Web Development (Level 7),23000,,"Feb, May, Jul, Oct",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Graduate Diploma,IT,Software Development,per year,Manukau,English
,Graduate Diploma in Networking (Level 7),23000,,"Feb, May, Jul, Oct",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Graduate Diploma,IT,Networking,per year,Manukau,English
,Graduate Diploma in Engineering (Level 7),23000,,"Feb, Jul",1 year,,,71,71,71,71,5.5,5.5,5.5,5.5,MANIT1001,,79,6,43,43,43,43,51,Graduate Diploma,Engineering,Engineering,per year,MIT Otara,English
,Bachelor of Engineering Technology (Mechanical) (Level 7),23700,,"Feb, Jul",3 years,,,20,20,20,20,5.5,6,5.5,6,MANIT1001,,79,6,51,51,51,51,51,Bachelor's Degree,Engineering,Mechanical Engineering,per year,Otara,English
,Graduate Diploma in Data Analytics (Level 7),23000,,"Feb, May, Jul, Oct",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Graduate Diploma,IT,Data Analytics,per year,Manukau,English
,Bachelor of Engineering Technology (Civil) (Level 7),23700,,"Feb, Jul",3 years,,,20,20,20,20,5.5,6,5.5,6,MANIT1001,,79,6,51,51,51,51,51,Bachelor's Degree,Engineering,Civil Engineering,per year,Otara,English
,Bachelor of Education (Early Childhood Teaching) (Level 7),21700,,"Feb, Jul",3 years,,,27,27,27,27,7,7,7,7,MANIT1001,,100,7,65,65,65,65,65,Bachelor's Degree,Education,Teaching,per year,Otara,English
,Graduate Diploma in Supply Chain and Shipping Management (Level 7),22400,,"Feb, Jul",8 Month,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Supply Chain Management,per year,New Zealand Maritime School,English
,Bachelor of Applied Sport and Exercise Science (Level 7),20300,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Bachelor's Degree,Science,Sports Science,per year,Otara,English
,Bachelor of Applied Social Work Te Torino (Level 7),20900,,"Feb, Jul",4 years,,,22,22,22,22,6.5,6.5,6.5,6.5,MANIT1001,,85,6.5,59,59,59,59,59,Bachelor's Degree,Social Science,Social Work,per year,Otara,English
,New Zealand Diploma in Nautical Science (Level 6),16200,,Feb,3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,MANIT1001,,79,6,51,51,51,51,51,Diploma,Science,Nautical Science,per year,New Zealand Maritime School,English
,Diploma in Marine Engineering (Level 6),16900,,"Aug, Feb",9 Month,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Engineering,Marine Engineering,per year,Nelson,English
,Diploma in Writing for Creative Industries (Level 5),18900,,Jul,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Business,Creative Industries,per year,Extramural and Nelson,English
,Bachelor of Sports and Recreation,33836,,"Feb, Jul",3 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Bachelor's Degree,Science,Sports,per year,,English
,Master of Applied Management (Level 9),28350,,"Jul, Sep, May, Nov, Feb",1.5 years,,,59,59,59,59,6,6,6,6,NMIT1001,,90,6.5,,,,,,Master's Degree,Business,Management,per year,Nelson,English
,Postgraduate Diploma in Logistics and Supply Chain Management (Level 8),20900,,"Feb, Jul, Sep, May, Nov",1 year,,,59,59,59,59,6,6,6,6,NMIT1001,,90,6.5,,,,,,Postgraduate Diploma,Business,Supply Chain Management,per year,Nelson,English
,Postgraduate Diploma in Sustainable Aquaculture (Level 8),20900,,Jul,1 year,,,59,59,59,59,6,6,6,6,NMIT1001,,90,6.5,,,,,,Postgraduate Diploma,Science,Aquaculture,per year,Nelson,English
,Bachelor of Aquaculture and Marine Conservation (Level 7),18900,,Jul,3 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Bachelor's Degree,Science,Marine,per year,,English
,Postgraduate Diploma in Applied Management (Level 8),20900,,"Jul, Feb, Sep",1 year,,,59,59,59,59,6,6,6,6,NMIT1001,,90,6.5,,,,,,Postgraduate Diploma,Business,Management,per year,Extramural,English
,Postgraduate Diploma in IT Security Management (Level 8),20900,,"Jul, Apr, Sep, Nov",1 year,,,59,59,59,59,6,6,6,6,NMIT1001,,90,6.5,,,,,,Postgraduate Diploma,IT,IT Security Management,per year,ATMC Auckland,English
,Postgraduate Diploma in International Business (Level 8),20900,,"Jul, Apr, Sep, Nov",1 year,,,59,59,59,59,6,6,6,6,NMIT1001,,90,6.5,,,,,,Postgraduate Diploma,Business,International Business,per year,ATMC Auckland,English
,Bachelor of Nursing (Level 7),19900,,"Jul, Dec",3 years,,,59,59,59,59,6.5,6.5,6.5,6.5,NMIT1001,,90,6.5,,,,,,Bachelor's Degree,Medical,Nursing,per year,Extramural and Marlborough,English
,Bachelor of Viticulture and Winemaking  (Level 7),18900,,Jul,3 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Bachelor's Degree,Social Science,Viticulture and Winemaking,per year,,English
,Graduate Diploma in Accounting (Level 7),18900,,"Feb, Jul, Nov",1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Graduate Diploma,Business,Accounts,per year,Marlborough and Nelson,English
,Graduate Diploma in Information Technology (Level 7),18900,,"Jul, Nov, Feb",1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Graduate Diploma,IT,IT,per year,Nelson,English
,Bachelor of Arts and Media (Level 7),18900,,"Jul, Feb",3 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Bachelor's Degree,Mass & Media,Media,per year,Nelson,English
,Bachelor of Commerce (Level 7),18900,,"Jul, Nov, Feb",3 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Bachelor's Degree,Business,Commerce,per year,Marlborough and Nelson,English
,Bachelor of Information Technology (Level 7),18900,,"Jul, Nov, Feb",3 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Bachelor's Degree,IT,IT,per year,Nelson,English
,Graduate Diploma in Marketing (Level 7),18900,,"Feb, Jul, Nov",1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Graduate Diploma,Business,Marketing,per year,Marlborough and Nelson,English
,Diploma in Nautical Science (Level 6),16900,,Jul,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Science,Nautical Science,per year,Nelson,English
,Diploma in Engineering (Civil Engineering) (Level 6),18900,,Jul,2 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Engineering,Civil Engineering,per year,,English
,Graduate Diploma in Professional Accounting (Level 7),18900,,"Jul, Feb, Nov",1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Graduate Diploma,Business,Professsional Accounting,per year,Marlborough and Nelson,English
,Bachelor of Counselling  (Level 7),18900,,Feb,3 years,,,59,59,59,59,6.5,6.5,6.5,6.5,NMIT1001,,90,6.5,,,,,,Bachelor's Degree,Education,Counselling,per year,,English
,Graduate Diploma in Management (Level 7),18900,,"Feb, Jul, Nov",1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Graduate Diploma,Business,Management,per year,Marlborough and Nelson,English
,Diploma in Sport Recreation and Exercise (Multi-sector) (Level 6),16900,,Feb,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Science,Sports,per year,,English
,Diploma in Information Technology Technical Support (Level 5),18900,,Feb,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,IT,IT,per year,Nelson,English
,Diploma in Sport Recreation and Exercise (Multi-sector) (Level 5),16900,,Feb,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Science,Sports,per year,Nelson,English
,Diploma in Web Development and Design (Level 5),18900,,Feb,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,IT,Web Development,per year,Nelson,English
,Diploma in Aquaculture (Fish Farming and Fishery Management) (Level 5),18900,,Jul,2 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,71,5.5,,,,,,Diploma,Science,Aquaculture,per year,,English
,Diploma in Arts and Design (Level 5),18900,,Jul,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Arts,Design,per year,Nelson,English
,Diploma in Business (Leadership and Management) (Level 5),18900,,"Jul, Feb",1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Business,Business,per year,Marlborough and Nelson,English
,New Zealand Diploma in Arts and Design (Level 6),18900,,"Jul, Feb",1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Arts,Design,per year,Nelson,English
,Bachelor of Social Work,18900,,Feb,4 years,,,59,59,59,59,6.5,6.5,6.5,6.5,NMIT1001,,90,6.5,,,,,,Bachelor's Degree,Social Science,Social Work,per year,,English
,Bachelor of Career Development,18900,,Feb,3 years,,,58,58,58,58,6,6,6,6,NMIT1001,,90,6.5,,,,,,Bachelor's Degree,Education,Counselling,per year,,English
,New Zealand Diploma in Career Development,18900,,Jul,1 year,,,58,58,58,58,6,6,6,6,NMIT1001,,90,6.5,,,,,,Diploma,Education,Counselling,per year,Extramural,English
,Diploma in Beauty Therapy,18900,,Feb,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,71,5.5,,,,,,Diploma,Science,Beauty Therapy,per year,,English
,New Zealand Diploma  Tourism and Hospitality Management,18900,,Feb,1.5 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,71,5.5,,,,,,Diploma,Business,Tourism & Hospitality,per year,,English
,New Zealand Diploma in Business (Accounting),18900,,"Jul, Feb",1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Business,Accounts,per year,Marlborough and Nelson,English
,New Zealand Diploma in Animation,18900,,Jul,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Mass & Media,Animation,per year,,English
,New Zealand Diploma in Music,18900,,Feb,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,71,5.5,,,,,,Diploma,Music,Music,per year,,English
,New Zealand Diploma in Adventure Tourism and Guiding (Level 5),18900,,Feb,2 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,71,5.5,,,,,,Diploma,Business,Tourism,per year,Nelson,English
,New Zealand Diploma in Interior Design (Residential) (Level 5),18900,,Feb,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Architecture,Interior Design,per year,,English
,New Zealand Certificate in Adventure Tourism and Guiding (Level 4),18900,,Jul,2 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,71,5.5,,,,,,Diploma,Business,Tourism,per year,Nelson,English
,New Zealand Certificate in Aeronautical Engineering (Level 4),19900,,Jul,2 years,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,79,6,,,,,,Diploma,Engineering,Aeronautical Engineering,per year,Woodbourne,English
,New Zealand Certificate in Horticulture Production (Nursery Production) (Level 4),18308,,"Mar, Apr, May, Aug",1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,71,5.5,,,,,,Diploma,Science,Horticulture,per year,Nelson,English
,New Zealand Certificate Trainee Chef (Level 4),19900,,Jul,1 year,,,51,51,51,51,5.5,5.5,5.5,5.5,NMIT1001,,71,5.5,,,,,,Diploma,Food Science,Chef,per year,Nelson,English
,Postgraduate Diploma in Applied Management (Level 8),20900,,"May, Jul, Sep, Nov, Feb",1 year,,,59,59,59,59,6,6,6,6,NMIT1001,,90,6.5,,,,,,Postgraduate Diploma,Business,Management,per year,Nelson,English
,Postgraduate Diploma in Applied Business,21000,,"Feb, May, Jul,Oct",1 year,,,,,,,6,6,6,6,NZIE1001,,,6.5,,,,,,Postgraduate Diploma,Business,Business,per year,Takapuna,Engilish
,Diploma in Applied Business,17400,,"Feb, May, Jul,Oct",1 year,,,,,,,5.5,5.5,5.5,5.5,NZIE1001,,,6,,,,,,Diploma,Business,Business,per year,Takapuna,Engilish
,Diploma in Digital Marketing,20500,,"Feb, May, Jul,Oct",1 year,,,,,,,5.5,5.5,5.5,5.5,NZIE1001,,,6,,,,,,Diploma,Business,Digital Marketing,per year,Takapuna,Engilish
,New Zealand Diploma in Business Level 5,18000,,"May, Jul, Oct",1 year,,,20,20,20,20,5,5,5,5,NZSE1001,,46,5.5,42,42,42,42,42,Diploma,Business,Business,per year,Auckland,English
,New Zealand Diploma in IT Technical Support - Level 5,18000,,"Jun, Oct",1 year,,,20,20,20,20,5,5,5,5,NZSE1001,,46,5.5,42,42,42,42,42,Diploma,IT,IT,per year,Auckland,English
,Diploma in Community Healthcare and Support (Level 7),18500,,"May, Jul, Sep",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,NZSE1001,,79,6,51,51,51,51,51,Diploma,Medical,Healthcare,per year,"New Lynn, Hamilton",English
,New Zealand Diploma in Business Level 6,18000,,"Jul, Oct",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,NZSE1001,,79,6,51,51,51,51,51,Diploma,Business,Business,per year,Auckland,English
,New Zealand Diploma in Networking (Level 6),18000,,"Jun, Nov",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,NZSE1001,,79,6,51,51,51,51,51,Diploma,IT,Networking,per year,Auckland,English
,New Zealand Diploma in IT Software Development (Level 6),21000,,"Jun, Oct",2 years,,,20,20,20,20,5.5,5.5,5.5,5.5,NZSE1001,,79,6,51,51,51,51,51,Diploma,IT,Software Development,per year,Auckland,English
,New Zealand Diploma in Business (Level 5),15100,,"Jan, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",1 year,,,,,,,5,5,5,5,NCOBT1001,,,5.5,,,,,,Diploma,Business,Business,per year,Auckland,English
,New Zealand Diploma in Business (Level 6),15600,,"Jan, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",1 year,,,,,,,5.5,5.5,5.5,5.5,NCOBT1001,,,6,,,,,,Diploma,Business,Business,per year,Auckland,English
,Diploma in Advanced International Business (Applied Exporting & Importing) (Level 7),16900,,"Jan, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",1 year,,,,,,,5.5,5.5,5.5,5.5,NCOBT1001,,,6,,,,,,Diploma,Business,International Business,per year,Auckland,English
,Diploma in Applied Business (Specialization in Marketing or Production Systems and Design) (Level 7),17900,,"Jan, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",1 year,,,,,,,5.5,5.5,5.5,5.5,NCOBT1001,,,6,,,,,,Diploma,Business,International Business,per year,Auckland,English
,New Zealand Diploma in Information Technology Technical Support (Level 5),15100,,"Jan, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",1 year,,,,,,,5,5,5,5,NCOBT1001,,,5.5,,,,,,Diploma,IT,IT,per year,Auckland,English
,New Zealand Diploma in Systems Administration (Level 6),15600,,"Jan, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",1 year,,,,,,,5.5,5.5,5.5,5.5,NCOBT1001,,,6,,,,,,Diploma,IT,System Administration,per year,Auckland,English
,Diploma in Computing (Networks & Security) (Level 7),16900,,"Jan, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",1 year,,,,,,,5.5,5.5,5.5,5.5,NCOBT1001,,,6,,,,,,Diploma,IT,Computing,per year,Auckland,English
,Bachelor of Applied Management (Level 7),20350,,"Feb, Jul",3 years,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Bachelor's Degree,Business,Management,per year,Dunedin,English
,Bachelor of Applied Management (Accounting) (Level 7),20350,,"Feb, Jul",3 years,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Bachelor's Degree,Business,Accounts,per year,Dunedin,English
,Graduate Diploma in Professional Practice  (Level 7),20350,,"Feb, Jul, Jan, Ma,r Apr, May, Jun, Aug, Sep, Oct, Nov, Dec",1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Professional Practice,per year,,English
,Master of Professional Practice (Level 9),37060,,"Feb, Jul, Jan, Ma,r Apr, May, Jun, Aug, Sep, Oct, Nov, Dec",1.5 years,,,,21,,,6,6,6,6,OTAP1001,,90,6.5,59,59,59,59,59,Master's Degree,Business,Professional Practice,per year,,English
,Graduate Diploma in Human Resource Management (Level 7),20350,,Feb,1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,HR,per year,Dunedin,English
,Graduate Diploma in Sales and Marketing (Level 7),20350,,"Feb, Jul",1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Sales & Marketing,per year,Dunedin,English
,Graduate Diploma in Strategic Management (Level 7),20350,,Feb,1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Strategic Management,per year,Dunedin,English
,Graduate Diploma in Tourism Management (Level 7),20350,,Feb,1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Tourism Management,per year,Dunedin,English
,Master of Applied Management (Level 9),36050,,"Jan, Jun, Aug, Oct, Mar",1.5 years,,,,21,,,6,6,6,6,OTAP1001,,90,6.5,59,59,59,59,59,Master's Degree,Business,Management,per year,Auckland,English
,Postgraduate Diploma in Applied Management (Level 8),24020,,"Jan, Jun, Aug, Oct, Mar",1 year,,,,21,,,6,6,6,6,OTAP1001,,90,6.5,59,59,59,59,59,Postgraduate Diploma,Business,Management,per year,Auckland,English
,Graduate Diploma in Accounting  (Level 7),20350,,Feb,1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Accounts,per year,Dunedin,English
,Graduate Diploma in Applied Management - Auckland (Level 7),20350,,"Jan, Jun, Aug, Oct, Mar",1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Management,per year,Auckland,English
,Graduate Diploma In Applied Management - Dunedin (Level 7),20350,,"Feb, Jul",1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Management,per year,Dunedin,English
,Graduate Diploma in Business Transformation and Change (Level 7),20350,,Feb,1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Business Transformation,per year,Dunedin,English
,Graduate Diploma in Event Management (Level 7),20350,,Feb,1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Event Management,per year,Dunedin,English
,Graduate Diploma in Hotel Management (Level 7),20350,,"Jan, Jun, Aug, Oct, Mar",1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Business,Hotel Management,per year,Auckland,English
,Bachelor of Visual Arts (Level 7),24050,,Feb,3 years,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Bachelor's Degree,Arts,Visual Arts,per year,Dunedin,English
,Graduate Diploma in Visual Arts (Level 7),24050,,"Feb, Jul",1 year,,,,20,,,5.5,5.5,5.5,5.5,OTAP1001,,79,6,51,51,51,51,51,Graduate Diploma,Arts,Visual Arts,per year,Dunedin,English
