Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Police Studies - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Police Studies - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Political Science - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Political Science - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Political Science - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Psychology - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Psychology - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Psychology - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Sociology - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Sociology - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Sociology - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in World Literature - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in World Literature - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Art and Social Science (5-Semester Pathway) Transfer to SFU Bachelor of Arts in World Literature - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Accounting - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Accounting - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Accounting - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Entrepreneurship and Innovation - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Entrepreneurship and Innovation - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Entrepreneurship and Innovation - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Finance - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Finance - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Finance - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Human Resources Management - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Human Resources Management - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Human Resources Management - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in International Business - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in International Business - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in International Business - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Management Information Systems - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Management Information Systems - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Management Information Systems - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Marketing - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Marketing - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Marketing - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Operations Management - Cornerstone Entry (Optional Co-op),"26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Operations Management - Integrated Entry (Optional Co-op),"24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,UTP Stage I & II - Business Administration (5-Semester Pathway) Transfer to SFU Bachelor of Business Administration in Operations Management - Direct Entry (Optional Co-op),"19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Film Studies - Cornerstone Entry (Optional Co-op)","26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Film Studies - Integrated Entry (Optional Co-op)","24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Film Studies - Direct Entry (Optional Co-op)","19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Dance - Cornerstone Entry (Optional Co-op)","26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Dance - Integrated Entry (Optional Co-op)","24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Dance - Direct Entry (Optional Co-op)","19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Visual Culture and Performance Studies - Cornerstone Entry (Optional Co-op)","26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Visual Culture and Performance Studies - Integrated Entry (Optional Co-op)","24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Visual Culture and Performance Studies - Direct Entry (Optional Co-op)","19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Theatre - Cornerstone Entry (Optional Co-op)","26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Theatre - Integrated Entry (Optional Co-op)","24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Theatre - Direct Entry (Optional Co-op)","19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Visual Art - Cornerstone Entry (Optional Co-op)","26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Visual Art - Integrated Entry (Optional Co-op)","24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Visual Art - Direct Entry (Optional Co-op)","19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Music - Cornerstone Entry (Optional Co-op)","26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Music - Integrated Entry (Optional Co-op)","24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Fine Arts in Music - Direct Entry (Optional Co-op)","19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Arts with a minor in Dialogue - Cornerstone Entry (Optional Co-op)","26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Arts with a minor in Dialogue - Integrated Entry (Optional Co-op)","24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Arts with a minor in Dialogue - Direct Entry (Optional Co-op)","19,600.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,18,18,,,6,6,5.5,5.5,870,DLI#:O19239078442,79,6,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Communications - Cornerstone Entry (Optional Co-op)","26,933.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,12,12,,,4.5,4.5,4.5,4.5,870,DLI#:O19239078442,59,5.5,
,"UTP Stage I & II - Communication, Art and Technology (5-Semester Pathway) Transfer to SFU Bachelor of Arts in Communications - Integrated Entry (Optional Co-op)","24,768.00",0,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",4-Year Bachelor's Degree,Grade 11,50.00%,15,15,,,5.5,5.5,5.5,5.5,870,DLI#:O19239078442,69,5.5,
